,UniProt entry,UniProt residues,PDB ID,PDB chain ID,PDB residues,Category,Gene name,Species,Res_start,Res_stop,Uniprot_ID
487,PTN11_HUMAN,6 - 81,6CRF,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
488,PTN11_HUMAN,6 - 81,6CRG,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
489,PTN11_HUMAN,6 - 81,6CRG,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
490,PTN11_HUMAN,6 - 81,6IHZ,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
491,PTN11_HUMAN,6 - 81,6IHZ,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
492,PTN11_HUMAN,6 - 81,6MD7,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
493,PTN11_HUMAN,6 - 81,6MD7,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
494,PTN11_HUMAN,6 - 81,6MD9,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
495,PTN11_HUMAN,6 - 81,6MD9,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
496,PTN11_HUMAN,6 - 81,6MDA,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
497,PTN11_HUMAN,6 - 81,6MDA,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
498,PTN11_HUMAN,6 - 81,6MDB,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
499,PTN11_HUMAN,6 - 81,6MDB,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
500,PTN11_HUMAN,6 - 81,6MDC,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
501,PTN11_HUMAN,6 - 81,6MDC,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
502,PTN11_HUMAN,6 - 81,6MDD,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
503,PTN11_HUMAN,6 - 81,6MDD,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
504,PTN6_HUMAN,110 - 194,1X6C,A,8 - 92,Phophatases,PTPN6,HUMAN,8,92,P29350
505,PTN6_HUMAN,110 - 194,2B3O,A,110 - 194,Phophatases,PTPN6,HUMAN,110,194,P29350
506,PTN6_HUMAN,110 - 194,2RMX,A,8 - 92,Phophatases,PTPN6,HUMAN,8,92,P29350
507,PTN6_HUMAN,110 - 194,2YU7,A,8 - 92,Phophatases,PTPN6,HUMAN,8,92,P29350
508,PTN6_HUMAN,110 - 194,3PS5,A,110 - 194,Phophatases,PTPN6,HUMAN,110,194,P29350
509,PTN6_HUMAN,4 - 79,2B3O,A,4 - 79,Phophatases,PTPN6,HUMAN,4,79,P29350
510,PTN6_HUMAN,4 - 79,3PS5,A,4 - 79,Phophatases,PTPN6,HUMAN,4,79,P29350
511,RASA1_HUMAN,351 - 426,2GSB,A,18 - 93,Small_GTPase_sig,RASA1,HUMAN,18,93,P20936
512,SH21A_HUMAN,6 - 87,1D1Z,A,1006 - 1087,SigReg,SH2D1A,HUMAN,1006,1087,O60880
513,SH21A_HUMAN,6 - 87,1D1Z,B,2006 - 2087,SigReg,SH2D1A,HUMAN,2006,2087,O60880
514,SH21A_HUMAN,6 - 87,1D1Z,C,3006 - 3087,SigReg,SH2D1A,HUMAN,3006,3087,O60880
515,SH21A_HUMAN,6 - 87,1D1Z,D,4006 - 4087,SigReg,SH2D1A,HUMAN,4006,4087,O60880
516,SH21A_HUMAN,6 - 87,1D4T,A,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
517,SH21A_HUMAN,6 - 87,1D4W,A,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
518,SH21A_HUMAN,6 - 87,1D4W,B,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
519,SH21A_HUMAN,6 - 87,1KA6,A,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
520,SH21A_HUMAN,6 - 87,1KA7,A,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
521,SH21A_HUMAN,6 - 87,1M27,A,6 - 87,SigReg,SH2D1A,HUMAN,6,87,O60880
522,SH21B_HUMAN,5 - 86,5KAZ,A,5 - 86,SigReg,SH2D1B,HUMAN,5,86,O14796
523,SH2B1_HUMAN,527 - 604,5W3R,A,527 - 604,SigReg,SH2B1,HUMAN,527,604,Q9NRF2
524,SHC1_HUMAN,488 - 559,1MIL,A,9 - 80,Scaffolds,SHC1,HUMAN,9,80,P29353
525,SHC1_HUMAN,488 - 559,1TCE,A,9 - 80,Scaffolds,SHC1,HUMAN,9,80,P29353
526,SHIP1_HUMAN,5 - 86,2YSX,A,12 - 93,PhosLip_second_mess,INPP5D,HUMAN,12,93,Q92835
527,SHIP2_HUMAN,21 - 102,2MK2,A,13 - 94,PhosLip_second_mess,INPPL1,HUMAN,13,94,O15357
528,SLAP2_HUMAN,94 - 176,4M4Z,A,94 - 176,Adaptors,SLA2,HUMAN,94,176,Q9H6Q3
529,SOCS2_HUMAN,48 - 129,2C9W,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
530,SOCS2_HUMAN,48 - 129,4JGH,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
531,SOCS2_HUMAN,48 - 129,5BO4,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
532,SOCS2_HUMAN,48 - 129,5BO4,D,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
533,SOCS2_HUMAN,48 - 129,5BO4,G,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
534,SOCS2_HUMAN,48 - 129,5BO4,J,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
535,SOCS2_HUMAN,48 - 129,5BO4,M,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
536,SOCS2_HUMAN,48 - 129,5BO4,P,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
537,SOCS2_HUMAN,48 - 129,6I4X,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
538,SOCS2_HUMAN,48 - 129,6I5J,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
539,SOCS2_HUMAN,48 - 129,6I5J,D,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
540,SOCS2_HUMAN,48 - 129,6I5N,A,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
541,SOCS2_HUMAN,48 - 129,6I5N,D,48 - 129,SigReg,SOCS2,HUMAN,48,129,O14508
542,SOCS4_HUMAN,286 - 364,2IZV,A,286 - 364,SigReg,SOCS4,HUMAN,286,364,Q8WXH5
543,SOCS6_HUMAN,384 - 461,2VIF,A,384 - 461,SigReg,SOCS6,HUMAN,384,461,O14544
544,SRC_HUMAN,151 - 233,1A07,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
545,SRC_HUMAN,151 - 233,1A07,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
546,SRC_HUMAN,151 - 233,1A08,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
547,SRC_HUMAN,151 - 233,1A08,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
548,SRC_HUMAN,151 - 233,1A09,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
549,SRC_HUMAN,151 - 233,1A09,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
550,SRC_HUMAN,151 - 233,1A1A,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
551,SRC_HUMAN,151 - 233,1A1A,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
552,SRC_HUMAN,151 - 233,1A1B,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
553,SRC_HUMAN,151 - 233,1A1B,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
554,SRC_HUMAN,151 - 233,1A1C,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
555,SRC_HUMAN,151 - 233,1A1C,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
556,SRC_HUMAN,151 - 233,1A1E,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
557,SRC_HUMAN,151 - 233,1A1E,B,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
558,SRC_HUMAN,151 - 233,1FMK,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
559,SRC_HUMAN,151 - 233,1HCS,B,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
560,SRC_HUMAN,151 - 233,1HCT,B,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
561,SRC_HUMAN,151 - 233,1KSW,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
562,SRC_HUMAN,151 - 233,1O41,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
563,SRC_HUMAN,151 - 233,1O42,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
564,SRC_HUMAN,151 - 233,1O43,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
565,SRC_HUMAN,151 - 233,1O44,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
566,SRC_HUMAN,151 - 233,1O45,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
567,SRC_HUMAN,151 - 233,1O46,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
568,SRC_HUMAN,151 - 233,1O47,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
569,SRC_HUMAN,151 - 233,1O48,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
570,SRC_HUMAN,151 - 233,1O49,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
571,SRC_HUMAN,151 - 233,1O4A,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
572,SRC_HUMAN,151 - 233,1O4B,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
573,SRC_HUMAN,151 - 233,1O4C,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
574,SRC_HUMAN,151 - 233,1O4D,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
575,SRC_HUMAN,151 - 233,1O4E,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
576,SRC_HUMAN,151 - 233,1O4F,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
577,SRC_HUMAN,151 - 233,1O4G,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
578,SRC_HUMAN,151 - 233,1O4H,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
579,SRC_HUMAN,151 - 233,1O4I,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
580,SRC_HUMAN,151 - 233,1O4J,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
581,SRC_HUMAN,151 - 233,1O4K,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
582,SRC_HUMAN,151 - 233,1O4L,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
583,SRC_HUMAN,151 - 233,1O4M,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
584,SRC_HUMAN,151 - 233,1O4N,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
585,SRC_HUMAN,151 - 233,1O4O,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
586,SRC_HUMAN,151 - 233,1O4P,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
587,SRC_HUMAN,151 - 233,1O4Q,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
588,SRC_HUMAN,151 - 233,1O4R,A,7 - 89,Kinases,SRC,HUMAN,7,89,P12931
589,SRC_HUMAN,151 - 233,1SHD,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
590,SRC_HUMAN,151 - 233,1Y57,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
591,SRC_HUMAN,151 - 233,2H8H,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
592,SRC_HUMAN,151 - 233,2SRC,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
593,SRC_HUMAN,151 - 233,4F59,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
594,SRC_HUMAN,151 - 233,4F5A,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
595,SRC_HUMAN,151 - 233,4F5B,A,151 - 233,Kinases,SRC,HUMAN,151,233,P12931
596,SRC_HUMAN,151 - 233,4K11,A,148 - 230,Kinases,SRC,HUMAN,148,230,P12931
597,STA5B_HUMAN,589 - 670,6MBW,A,589 - 670,Transcription,STAT5B,HUMAN,589,670,P51692
598,STA5B_HUMAN,589 - 670,6MBW,B,589 - 670,Transcription,STAT5B,HUMAN,589,670,P51692
599,STA5B_HUMAN,589 - 670,6MBZ,A,589 - 670,Transcription,STAT5B,HUMAN,589,670,P51692
600,STA5B_HUMAN,589 - 670,6MBZ,B,589 - 670,Transcription,STAT5B,HUMAN,589,670,P51692
601,STAP1_HUMAN,179 - 256,3MAZ,A,179 - 256,Transcription,STAP1,HUMAN,179,256,Q9ULZ2
602,STAT1_HUMAN,573 - 657,1BF5,A,573 - 657,Transcription,STAT1,HUMAN,573,657,P42224
603,STAT1_HUMAN,573 - 657,1YVL,A,573 - 657,Transcription,STAT1,HUMAN,573,657,P42224
604,STAT1_HUMAN,573 - 657,1YVL,B,1573 - 1657,Transcription,STAT1,HUMAN,1573,1657,P42224
605,STAT3_HUMAN,584 - 674,6QHD,A,584 - 674,Transcription,STAT3,HUMAN,584,674,P40763
606,STAT3_HUMAN,584 - 674,6QHD,B,584 - 674,Transcription,STAT3,HUMAN,584,674,P40763
607,STAT6_HUMAN,537 - 616,4Y5U,A,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
608,STAT6_HUMAN,537 - 616,4Y5U,B,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
609,STAT6_HUMAN,537 - 616,4Y5W,A,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
610,STAT6_HUMAN,537 - 616,4Y5W,B,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
611,STAT6_HUMAN,537 - 616,4Y5W,C,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
612,STAT6_HUMAN,537 - 616,4Y5W,D,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
613,STAT6_HUMAN,537 - 616,5D39,A,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
614,STAT6_HUMAN,537 - 616,5D39,B,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
615,STAT6_HUMAN,537 - 616,5D39,C,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
616,STAT6_HUMAN,537 - 616,5D39,D,537 - 616,Transcription,STAT6,HUMAN,537,616,P42226
617,TNS2_HUMAN,1140 - 1232,2KNO,A,22 - 114,Cytoskeletal_reg,TNS2,HUMAN,22,114,Q63HR2
618,TNS2_HUMAN,1140 - 1232,2L6K,A,7 - 99,Cytoskeletal_reg,TNS2,HUMAN,7,99,Q63HR2
619,TXK_HUMAN,150 - 231,2DM0,A,18 - 99,Kinases,TXK,HUMAN,18,99,P42681
620,VAV2_HUMAN,673 - 747,2DLZ,A,18 - 92,Small_GTPase_sig,VAV2,HUMAN,18,92,P52735
621,VAV2_HUMAN,673 - 747,2LNW,A,673 - 747,Small_GTPase_sig,VAV2,HUMAN,673,747,P52735
622,VAV2_HUMAN,673 - 747,2LNX,A,673 - 747,Small_GTPase_sig,VAV2,HUMAN,673,747,P52735
623,VAV2_HUMAN,673 - 747,4ROJ,A,673 - 747,Small_GTPase_sig,VAV2,HUMAN,673,747,P52735
624,VAV2_HUMAN,673 - 747,4ROJ,B,673 - 747,Small_GTPase_sig,VAV2,HUMAN,673,747,P52735
625,VAV2_HUMAN,673 - 747,4ROJ,C,673 - 747,Small_GTPase_sig,VAV2,HUMAN,673,747,P52735
626,VAV_HUMAN,671 - 745,2CRH,A,28 - 102,Small_GTPase_sig,VAV1,HUMAN,28,102,P15498
627,VAV_HUMAN,672 - 745,2LCT,A,671 - 745,Small_GTPase_sig,VAV1,HUMAN,671,745,P15498
628,VAV_HUMAN,673 - 745,2MC1,A,671 - 745,Small_GTPase_sig,VAV1,HUMAN,671,745,P15498
629,VAV_HUMAN,674 - 745,2ROR,A,28 - 102,Small_GTPase_sig,VAV1,HUMAN,28,102,P15498
630,ZAP70_HUMAN,10 - 87,1M61,A,10 - 87,Kinases,ZAP70,HUMAN,10,87,P43403
631,ZAP70_HUMAN,11 - 87,2OQ1,A,12 - 89,Kinases,ZAP70,HUMAN,12,89,P43403
632,ZAP70_HUMAN,12 - 87,2OZO,A,10 - 87,Kinases,ZAP70,HUMAN,10,87,P43403
633,ZAP70_HUMAN,13 - 87,4K2R,A,10 - 87,Kinases,ZAP70,HUMAN,10,87,P43403
634,ZAP70_HUMAN,14 - 87,4XZ0,A,10 - 87,Kinases,ZAP70,HUMAN,10,87,P43403
635,ZAP70_HUMAN,15 - 87,4XZ1,A,10 - 87,Kinases,ZAP70,HUMAN,10,87,P43403
636,ZAP70_HUMAN,163 - 239,1M61,A,163 - 239,Kinases,ZAP70,HUMAN,163,239,P43403
637,ZAP70_HUMAN,164 - 239,2OQ1,A,165 - 241,Kinases,ZAP70,HUMAN,165,241,P43403
638,ZAP70_HUMAN,165 - 239,2OZO,A,163 - 239,Kinases,ZAP70,HUMAN,163,239,P43403
639,ZAP70_HUMAN,166 - 239,4K2R,A,163 - 239,Kinases,ZAP70,HUMAN,163,239,P43403
640,ZAP70_HUMAN,167 - 239,4XZ0,A,163 - 239,Kinases,ZAP70,HUMAN,163,239,P43403
641,ZAP70_HUMAN,168 - 239,4XZ1,A,163 - 239,Kinases,ZAP70,HUMAN,163,239,P43403
